sentiments,tweets
R,@shortyawards @Apple it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if it's free
R,@SimplyYours_Joh @Tyniaaaa_ @JColeNC @Apple yeah
IR,@SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
R,"@SJSpencee @Apple Hell yeah Steve, stick it to the man!"
IR,@sommacolada never answering my im's
R,@SonyUK see not even have the courtesy to reply as I said should have stayed with @apple much better customer service from them
IR,@soultravelers3 http://bit.ly/H9Nqe 15 TravelTips 4 student safety in roughplaces
R,"@SparkingAri @Apple ikr! but u dont need to,bc i'll hopefully buy one on christmas if my grades are 17/20"
IR,@Spiral_galaxy @YMPtweet it really makes me sad i look at Muslims reality now
IR,@Spiral_galaxy @YMPtweet it really makes me sad when i look at Muslims reality now
IR,@squarespace it's now fathers day and you haven't picked me.yet. I kind of want to incessantly bother you.#squarespace
IR,@SRenaeNae. is 'FML'
IR,@Standing_Stones Thank you very much for the DVD suggestion! Very nice of you! Looks good.
R,@stevewoz @apple apple stock has doubled since Steve jobs death and increased 15x since his return in the late 90s
R,@stevewoz @Outback Its good to see you doing these videos on apple ii and doing possible @apple related projects is all very exciting.
R,@stevewoz @Outback Personally I am excited about @apple projects like 0 gravity and things in development even though I only own iPod.
R,@surface maybe good product but never better then @apple MacBook Air It's a fact
R,@surface maybe good product but never better then @apple MacBook Air .... It's a fact
IR,@sweetlilmzmia: &quot
IR,@TeamCavuto @Apple Whose paying the Professional Protesters? They seem Occupy Wall Street types. Wake Up America. This is disgust BS.
R,"@Technical_Chart ust sayin', #AAPL is still the king"
IR,@Thatsrightnate ~ Just in case you need some help w that: http://bit.ly/12nP1H
IR,@THEDIAMONDCOACH Im sure he'd love that LOL
IR,@theenglishmuse on &quot
R,@thehill @Apple a joke! Justice Dept should prosecute Killer Wilson in pursuit of JUSTICE. #Ferguson IS NOT OVER!
R,@thehill @Apple I cite the us constitution where judges cannot pass laws! Violation of the separation of powers
R,@thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure
IR,@TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement. good luck with everything! you're amazing ian.
R,"@ThisDueeMarco @Apple thats annoying, they never get stuff right the first time."
R,@umo_games @Apple thanks for the info. Genius able to get the computer booted by forcing the discreet video card on boot
IR,@va_songstress broke my twitter
R,"@vickyvnck exclusive Apple Music, logique"
IR,@warbo is off clubbing. must come over to sheffield sometime &amp
IR,"@weselec My avatar can't figure out you people are, either. http://tr.im/jj70"
R,@Windows And yet I some would rather have a MacBook Air. @Apple
R,@windows can #Microsoft compete with @Apple if they are so slow in giving most demanded data toggler shortcut #BigDreamsButSmallAct
R,@Windows it is funny that you need an old @apple @mac to promote your new @lenovo #applesetsthetrend
IR,@xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! me?
IR,"@yhf happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see http://tr.im/mZ8l"
R,@zdarsky @apple Bad Eyesight is for PC and android users.
IR,@zochula just yelled at me for picking apple store over food.
IR,@ZOEBOE: &quot
IR,*BeautifulyLost
IR,*enough said*
IR,*enough said*
IR,*old me's dead and gone*
IR,&amp
IR,&amp
IR,&gt
IR,&gt
IR,&lt
IR,&lt
IR,&lt
IR,&lt
IR,&lt
IR,&lt
IR,&lt
IR,"&lt; that is the story of my life, a whole bunch of frownies!"
IR,"&lt;--- That is all, and believe me it's enough!"
IR,&quot
IR,&quot
IR,&quot
IR,&quot
IR,&quot
IR,&quot
IR,&quot
IR,"&quot; Vandals paint swastikas on home of author of gay, lesbian church story : Naples Daily News&quot; ( http://bit.ly/11zyzl )"
IR,"&quot;well, the truth is I miss you so&quot;- Coldplay"
R,# Dyslexic iPhone 6 Users rejoice! Thanks to @apple and 'voice text' hard to spell words are a thing of the past! http://t.co/wjJfLYZme3
IR,#3turnoffwords this shit sucks
IR,#3turnoffwords this shit sucks
IR,#AAPL $AAPL dailywedge. http://t.co/RSkkgmJshZ
IR,#AAPL deep in the money Calls
R,"#AAPL iPad wins in ranking for best Android tablets - Seems reasonable, right? http://t.co/uJGixPbfQG"
R,#AAPL moving towards the #IoT and more connectivity in your everyday life. RT @businessinsider: THE FUTURE OF APPLE http://t.co/ZiKLflrHpm
R,#AAPL providing another great entry point &lt
R,#AAPL RT @AboveAvalon Apple's Share Repurchases Have Benefited Shareholders by $80 Billion http://t.co/XHkqFr7whT
R,#AAPL RT @cue: Proud to be part of #HourofCode next week. Events at Apple retail stores around the world. http://t.co/ag2ki1ZDVf
R,"#AAPL Shorting Apple @ 116 $. Love the company, love their products, everybody admires Apple, but the capitalization is way too wild."
R,#AAPL: Apple Inc (AAPL) Is Crushing Google Inc (GOOGL) On Mobile Shopping.http://t.co/XNxyWUPMM4
IR,"#AAPL:12 Under-the-Radar Stock Picks From Buffett, Icahn, Soros and Fellow B.http://t.co/QSxQQPAg2q"
IR,#AAPL:Accel Partners Leads $50M Series C Funding in DataGravity.http://t.co/LUjpQPfkXm
IR,"#AAPL:After Decades Of Consolidation, Wall Street Is Fragmenting.http://t.co/0E4rh8SwIX"
R,#AAPL:Apple Donating Portion of Profit to Fight Against AIDS.http://t.co/BR05N1U3Qr
R,#AAPL:Apple executives to take stand in antitrust trial.http://t.co/mzzN6VfFI4
R,#AAPL:Apple's iPhone 6 Lead-Times Still Longer Than Previous Models.http://t.co/2Bgo33v309
IR,#AAPL:Avago Technologies (AVGO) Stock Skyrocketed to Close Higher Today on P.http://t.co/qr6aJDksii
IR,"#AAPL:Beacons hit stores ahead of holidays, but will they be a gift or a lum.http://t.co/sSdd7YRfJt"
R,#AAPL:Beacons Hit Stores Ahead of Holidays.http://t.co/sSdd7YRfJt
IR,"#AAPL:BuzzFeed Is Going To Spend At Least $245,000 To Buy Every Employee An .http://t.co/C4y8tsXoy8"
R,#AAPL:Finally! Brooklyn Is Getting Its Own Apple Store.http://t.co/PZfyXGxWcd
IR,#AAPL:Glu Mobile (GLUU) Stock Gains on Insider Buys.http://t.co/ntKUYblUTi
IR,#AAPL:Google (GOOGL) Stock Downgraded Today at Bank of America/Merrill Lynch.http://t.co/5NbKdg8jk2
IR,#AAPL:Google Donates 1 Million Dollars to New York Libraries for Free WiFi H.http://t.co/Jpmuji0wie
IR,#AAPL:Google the premier technology company?.//feeds.foxbusiness.com/~r/foxbusiness/video/~3/RiiHW-vgfLA/
R,#AAPL:Here's Apple dropped.http://t.co/qVpNCJv1pb
R,#AAPL:Here's The Perfect Gift For Any Apple Fan.http://t.co/uNPTO1gjbL
IR,"#AAPL:Knicks, Jets, Giants . all New York Sports are Rotten to the Big App.http://t.co/96GcJetwIb"
R,#AAPL:PM Abe says Apple to build big R&amp
IR,#AAPL:Stripe banks $70m in fundraising round.http://t.co/qjMIbqgCak
IR,#AAPL:Taser CEO Sees Federal Funding Tripling Body Camera Business.http://t.co/IxDidngk4g
IR,#AndroidAuto vs. #CarPlay video: Which dashboard interface is the best? | BGR #aapl #goog http://t.co/38d9apXDi8
R,#Apple dominates mobile online shopping at 78 percent in US #aapl http://t.co/1fqoPIhObO
R,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/eXfvnpDEYX"
R,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/s38mbqkChT"
R,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/xXSdVqBdbI"
R,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
Amazon
@apple
WoW Facts. http://t.co/9BPay5nh8G"
R,#Apple Inc. To Have An 'Explosive' Quarter: JMP Analyst #aapl http://t.co/mqDNEmhHuQ
R,#Apple Is Now Worth More Than The Entire Russian Stock Market http://t.co/m3XCgggik7 via @bi_contributors #AAPL $AAPL
R,#Apple releases iOS 8.1.2 with fixes for bugs including ringtone issues - http://t.co/ImK5aK8wzR #AAPL #CompanyCheck
R,"#apple to expand #retail in #India by opening 500 new stores.

@apple http://t.co/XNuYh1bhWB"
R,"#Apple wins patent for #3D iPhone UI w/ motion gestures, reassigns . - http://t.co/VtkklBwlZm #AAPL http://t.co/kwBOOLVPkj"
R,"#Apple'a bir şok daha

Haber Detay &gt; https://t.co/fHTOnFkN45 https://t.co/Z0aM5bco2a"
R,"#AppleLawSuit Depends on exactly @Apple did to hold back/beat their competition. There are fair game competitive tactics &amp; unfair 1s
YK"
R,"#As @Apple [#Apple] still struggles to #meet #iPhone6 demand, #Canaccord raises price (#Tuesday, 2 #December) http://t.co/orhJ2UnkM4"
IR,#asylm J2 panel is over. Guess it's back to normal life.
IR,#asylm J2 panel is over. Guess it's back to normal life.
IR,#Battleground
IR,#BlackBerry: Analyzing The Secusmart Purchase #BBRY #AAPL http://t.co/fi80pH6QCR
IR,#canucks
IR,#CNBC will make you poor #CL just got slammed like #AAPL yesterday.yesterday. Pisini Please put on your clown shoes you report
IR,"#Ebay #Music @@Apple TV2 Gen Jailbroken Untethered XBMC, XBMC, FREE SPORTS,ADULTS CHANNELS #Home #Audio http://t.co/eucnnOiN05"
R,#EuroTravel Estonian president plays DJ set at trendy Helsinki nightclub.: submitte. https://t.co/hrhkAnuq5s https://t.co/F5FLoNYuCn
IR,#GoPro: Competition? Part 2 #GPRO #AAPL #SNE http://t.co/4tgYDYdprt
R,#Health https://t.co/wqI2vW4M3O #2655 African Dwarf Frogs - Owner's Guide - Dwarf Frogs Make Fun Pets https://t.co/RmC4gfgGXp
R,"#Icahn via @CNBC 

Yesterday's ""Power Lunch"" exclusive: https://t.co/lQL5hNfAdT

$AAPL $IEP https://t.co/NdF1CqLNYu"
IR,"#Innovation distinguishes between a #leader and a follower' - Steve Jobs, Co-Founder of @Apple"
R,#iPhone5s is the best mobile that I have had. That's easy It is only that works and It is wonderfull! Thanks @apple @tim_cook
R,#iPhone6 #Plus Grabs 41% of U.S. #Phablet Sales #aapl http://t.co/BiTmwU5e4F
R,"#iPhone6 sales success gives @Apple [#Apple] best ever UK market position. (#Thursday, 4 #December) http://t.co/HfvAuOzsoX"
IR,#IranElection - no one realizes deep this goes.
R,"#itunes #film #ned Bridge of Spies - Steven Spielberg: Het waargebeurde verhaal van James Donovan, een advoca. https://t.co/npfK1391pO"
R,#itunes #film #ned Burnt - John Wells: Bradley Cooper speelt rock 'n roll chef Adam Jones in het smaakvolle e. https://t.co/UsEL0EM2W1
R,#itunes #film #ned Ip Man 3 - 葉偉信 &amp
R,#itunes #film #ned MI-5 Spooks: The Greater Good - Bharat Nalluri: Wanneer de charismatische terrorist Adam Q. https://t.co/6UmQdGUsQ1
R,"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA"
R,"#Music is always part of my life, and everyday @Apple is also as important as music to me http://t.co/oAeF2IIvrm"
R,#Nasdaq big fall. @FB @Baba @Twtr @Linkd @Apple fell 3-6% on Monday! See whether follow up 
R,#NowPlaying: @theRATTpack - Give It All | https://t.co/HkikKcyn7U | #80s | #90s | #Rock | #ClassicRock | #HardRock | #HairMetal
IR,#poemsunder140 started by @shannonelyse1
IR,#poemsunder140 started by @shannonelyse1
R,#RADIO #00s #juice Now Playing #Bow Chi Bow #Hocus Pocus #APPS Apple https://t.co/k1uhaZuELD Google https://t.co/XH4r85E1no
R,#RADIO #TOP40 Now Playing #Work (Feat. Drake) #Rihanna #APPS Apple https://t.co/GIrJLsb5lM Google https://t.co/P24euDWBeU
IR,"#Samsung Sale Puts Spotlight On The Buyer, #Corning #GLW #AAPL #SSNLF http://t.co/oFQx1Go5eL"
IR,#Samsung: Will The #Galaxy #Note5 Improve On Its Predecessor? #SSNLF #AAPL http://t.co/q0SrBLpbGV
IR,#squarespace #tracklecard for us maybe tomorrow! I guess it helps if you tweet it huh? We forgot
IR,#squarespace brighten my bad day! i never win anything.
IR,#squarespace brighten my bad day! i never win anything.
R,#sunrise #northamptonshire #northampton wow a sunrise this morning #iPhone6 #apple @apple #sun http://t.co/9NiAoTLAVy
IR,"#Susan Boyle didnt win! mh well, diversity was very good though! CONGRATZ!!"
IR,"#Susan le didnt win! mh well, diversity very good though! CONGRATZ!!"
R,#Telmi #Computer | Apple-Patentantrag: Kennzeichnung für Autokorrektur-Fehler: Um Missverständnisse und… https://t.co/xvr0XOVoyg
IR,#twenty20
IR,#twenty20
R,"#UBS increases #Apple's #iPhone6 sales, revenue and #EPS http://t.co/7dpnAB6cuY #AAPL $AAPL $UBS #tech #iPhone6Plus http://t.co/pBQ3ijHAnD"
R,"#ゆっくり対戦 で
Dyuberaさんのチームに勝利しました！
#ゆっくり育てていってね
iPhone版 https://t.co/O5k7Pl3HG1
Android版 https://t.co/34sBmzLZDZ https://t.co/rUW60pxdQj"
R,❤❤💚15226 Sold- Apple #iPhone5 16GB Factory Unlocked #Smartphone White/Black #iPhone #Deal… https://t.co/JZPSK7OLfF https://t.co/d4FQv73ggA
R,❤❤💚8351 Sold- Apple #iPhone5s 16GB Verizon GSM Factory Unlocked Gold/Silver/Gray #iPhone… https://t.co/PUI1Nc7sSU https://t.co/AkIJOgykNd
R,"👀 Just found a 43/1 Double for today👀

IOS ▶️ https://t.co/alJ6MK3yoT
Android ⏩ https://t.co/Yafujugygu https://t.co/6gyn5rFWoj"
R,"📱📱⭐24866 Sold- Apple #iPhone5S 16GB ""Factory Unlocked"" 4G LTE iOS #Smartphone #iPhone… https://t.co/Nztrb7GEtq https://t.co/7e6tJ3wP7O"
R,"📱📱⭐29460 Sold- Apple #iPhone5C 16GB ""Factory Unlocked"" 4G LTE #Smartphone #iPhone… https://t.co/gcNVD6kYFa https://t.co/QQPpJaOvU4"
R,$aapl @Apple survive the 2014 Holiday? Investors Say Yes. http://t.co/RanqKt2Q9n'#roc #NYC #California #SanFrancisco #tech #christmas2014
IR,$AAPL dip only momentarilyjust an aberration in the equity world#AAPL
IR,$AAPL has 4 analyst ratings in the last 7 days and 100% are positive. Median target: $137.5 (19% upside). https://t.co/ogs2AlQqHu #AAPL
IR,$AAPL has 6 analyst ratings in the last 7 days and 100% are positive. Median target: $135 (16% upside). View: https://t.co/ogs2AlQqHu #AAPL
IR,1 of me cats kittens died only 3 days old tooRIP ming.
IR,1 week before the palm pre comes out and my centro dies. I have a temp but my contacts aren't transfered yet. #sadpanda #fb
R,10:09 am and my battery is at 62%. Nice one Apple
R,2015 @apple #MacBookAir Release May be The Best Mac Yet http://t.co/W7N04MXcIa
IR,3 hrs on da road.lol dude is hilarious
R,360°Magnetic PU Leather Stand Case Wake Cover For Apple iPad 2 3 4 5 6 Pro Mini https://t.co/GUDigq4I2E https://t.co/52nEdjGH3n
R,3G is draining my battery fix this @apple
IR,5 gb of video to upload to utube :O dam sony vegas making it so big
R,5 gorgeous #iPhone #apps with surprising designs and amazing visuals | BGR #aapl http://t.co/6UkoSYokMn
IR,50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?
R,50人の同期グループで俺がボケをかましたら誰も返してくれない
R,7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0
R,9 awesome paid #iPhone apps that are free for a limited time (save over $100!) https://t.co/dUYoNxO2dA via @BGR #aapl
R,"A 1.8 metres (5.9 ft) power cord that can be used to allow an iPad to be used while on charge as the power cord supplied is too short for this to be easily possible in most circumstances. Along with the cord, a wall adapter and a 30-pin dock or lightning connector cable is sold."
IR,a big angry spider crawling in my blankeys i flicked it to the floor and cant sleep now
IR,A blessed sunday everyone!
R,"A cover that attaches magnetically to the side of the device and covers the front. The Smart Cover has three folds, dividing the case into four portions, so it can be maneuvered to create a stand for the tablet. This can be either used to prop the iPad up in a position suitable for typing, or in an upright position for watching video and video calling over FaceTime. To expose the rear-facing HD video camera on the iPad, the cover can also be folded in half. The cover aligns with the front screen of the iPad and is designed to add very little thickness to the overall profile of the device. Additionally, the Smart Cover is lifted off the face of the iPad, it automatically turns the device on from standby, meaning the on/off button on the top right of the device does not need to be pressed the user wishes to use it. A smaller Smart Cover, featuring 3 folds and an integrated hinge, released alongside the iPad mini."
